	100	125	160	200	250	315	400	500	630	800	1000	1250	1600	2000	2500	3150	4000	5000	6300	8000
EZR-MIC-FAILED-05_BAC_ASSEMB_01_02-12783340000065-121223-142939625-000	-60.0253562927246	-51.4159202575684	-46.584056854248	-47.5618171691895	-47.5232238769531	-45.7006797790527	-43.5241050720215	-42.536693572998	-41.2246856689453	-36.1546630859375	-30.9299182891846	-36.3563461303711	-35.8645629882813	-42.270320892334	-51.1240234375	-41.7859344482422	-38.6618270874023	-39.9010276794434	-36.3136596679688	-35.138614654541
EZR-MIC-FAILED-05_BAC_ASSEMB_01_02-12783340000087-121223-142501483-000	-60.0253562927246	-51.4159202575684	-46.584056854248	-47.5618171691895	-47.5232238769531	-45.7006797790527	-43.5241050720215	-42.536693572998	-41.2246856689453	-36.1546630859375	-30.9299182891846	-36.3563461303711	-35.8645629882813	-42.270320892334	-51.1240234375	-41.7859344482422	-38.6618270874023	-39.9010276794434	-36.3136596679688	-35.138614654541
EZR-MIC-FAILED-05_BAC_ASSEMB_01_02-12783340000101-121223-155814514-000	-60.0253562927246	-51.4159202575684	-46.584056854248	-47.5618171691895	-47.5232238769531	-45.7006797790527	-43.5241050720215	-42.536693572998	-41.2246856689453	-36.1546630859375	-30.9299182891846	-36.3563461303711	-35.8645629882813	-42.270320892334	-51.1240234375	-41.7859344482422	-38.6618270874023	-39.9010276794434	-36.3136596679688	-35.138614654541
EZR-MIC-FAILED-05_BAC_ASSEMB_01_02-12783340000123-121223-152045426-000	-60.0253562927246	-51.4159202575684	-46.584056854248	-47.5618171691895	-47.5232238769531	-45.7006797790527	-43.5241050720215	-42.536693572998	-41.2246856689453	-36.1546630859375	-30.9299182891846	-36.3563461303711	-35.8645629882813	-42.270320892334	-51.1240234375	-41.7859344482422	-38.6618270874023	-39.9010276794434	-36.3136596679688	-35.138614654541
EZR-MIC-FAILED-05_BAC_ASSEMB_01_02-12783341000027-121223-152957645-000	-60.0253562927246	-51.4159202575684	-46.584056854248	-47.5618171691895	-47.5232238769531	-45.7006797790527	-43.5241050720215	-42.536693572998	-41.2246856689453	-36.1546630859375	-30.9299182891846	-36.3563461303711	-35.8645629882813	-42.270320892334	-51.1240234375	-41.7859344482422	-38.6618270874023	-39.9010276794434	-36.3136596679688	-35.138614654541
EZR-MIC-FAILED-05_BAC_ASSEMB_01_02-12783341000083-121223-152325990-000	-60.0253562927246	-51.4159202575684	-46.584056854248	-47.5618171691895	-47.5232238769531	-45.7006797790527	-43.5241050720215	-42.536693572998	-41.2246856689453	-36.1546630859375	-30.9299182891846	-36.3563461303711	-35.8645629882813	-42.270320892334	-51.1240234375	-41.7859344482422	-38.6618270874023	-39.9010276794434	-36.3136596679688	-35.138614654541
EZR-MIC-FAILED-05_BAC_ASSEMB_01_02-12783341000185-121223-120323369-000	-60.0253562927246	-51.4159202575684	-46.584056854248	-47.5618171691895	-47.5232238769531	-45.7006797790527	-43.5241050720215	-42.536693572998	-41.2246856689453	-36.1546630859375	-30.9299182891846	-36.3563461303711	-35.8645629882813	-42.270320892334	-51.1240234375	-41.7859344482422	-38.6618270874023	-39.9010276794434	-36.3136596679688	-35.138614654541
EZR-MIC-FAILED-05_BAC_ASSEMB_01_02-12783341000254-121223-142232702-000	-60.0253562927246	-51.4159202575684	-46.584056854248	-47.5618171691895	-47.5232238769531	-45.7006797790527	-43.5241050720215	-42.536693572998	-41.2246856689453	-36.1546630859375	-30.9299182891846	-36.3563461303711	-35.8645629882813	-42.270320892334	-51.1240234375	-41.7859344482422	-38.6618270874023	-39.9010276794434	-36.3136596679688	-35.138614654541
EZR-MIC-FAILED-05_BAC_ASSEMB_01_02-12783341000265-121223-143505532-000	-60.0253562927246	-51.4159202575684	-46.584056854248	-47.5618171691895	-47.5232238769531	-45.7006797790527	-43.5241050720215	-42.536693572998	-41.2246856689453	-36.1546630859375	-30.9299182891846	-36.3563461303711	-35.8645629882813	-42.270320892334	-51.1240234375	-41.7859344482422	-38.6618270874023	-39.9010276794434	-36.3136596679688	-35.138614654541
EZR-MIC-FAILED-05_BAC_ASSEMB_01_02-12783341000403-121223-121142322-000	-60.0253562927246	-51.4159202575684	-46.584056854248	-47.5618171691895	-47.5232238769531	-45.7006797790527	-43.5241050720215	-42.536693572998	-41.2246856689453	-36.1546630859375	-30.9299182891846	-36.3563461303711	-35.8645629882813	-42.270320892334	-51.1240234375	-41.7859344482422	-38.6618270874023	-39.9010276794434	-36.3136596679688	-35.138614654541
EZR-MIC-FAILED-05_BAC_ASSEMB_01_02-12783341000425-121223-120914986-000	-60.0253562927246	-51.4159202575684	-46.584056854248	-47.5618171691895	-47.5232238769531	-45.7006797790527	-43.5241050720215	-42.536693572998	-41.2246856689453	-36.1546630859375	-30.9299182891846	-36.3563461303711	-35.8645629882813	-42.270320892334	-51.1240234375	-41.7859344482422	-38.6618270874023	-39.9010276794434	-36.3136596679688	-35.138614654541
EZR-MIC-FAILED-05_BAC_ASSEMB_01_02-12783341000470-121223-120551408-000	-60.0253562927246	-51.4159202575684	-46.584056854248	-47.5618171691895	-47.5232238769531	-45.7006797790527	-43.5241050720215	-42.536693572998	-41.2246856689453	-36.1546630859375	-30.9299182891846	-36.3563461303711	-35.8645629882813	-42.270320892334	-51.1240234375	-41.7859344482422	-38.6618270874023	-39.9010276794434	-36.3136596679688	-35.138614654541
