	0.200000002980232	0.400000005960464	0.629999995231628	0.800000011920929	1	1.25	1.60000002384186	2	2.5	3.15000009536743	4	5	6.30000019073486	8	10	12.5	16	20	25	31.5	40	50	63	80	100	125	160	200	250	315	400	500	630	800	1000	1250	1600	2000	2500	3150	4000	5000	6300	8000	10000	12500	16000	20000	25000
EZR-MIC-FAILED-05_BAC_ASSEMB_01_02-12783340000065-121223-142939625-000	-90.3645172119141	-103.405403137207	-103.21760559082	-113.895217895508	-109.791320800781	-112.085807800293	-108.557022094727	-113.554260253906	-119.298568725586	-109.158538818359	-113.14680480957	-108.835571289063	-107.532356262207	-103.886497497559	-105.989631652832	-104.63370513916	-102.767532348633	-98.9062271118164	-101.543754577637	-97.8148574829102	-99.0893936157227	-100.871292114258	-101.234184265137	-98.2473983764648	-101.59351348877	-99.1891632080078	-97.0479507446289	-95.4789962768555	-87.8689804077148	-83.2229614257813	-89.9102172851563	-90.0923385620117	-83.4289932250977	-86.1484146118164	-85.2508850097656	-91.6114044189453	-90.6201171875	-93.233512878418	-103.751602172852	-97.5981140136719	-90.024528503418	-96.8532333374023	-105.094665527344	-99.7785949707031	-101.664512634277	-101.805015563965	-95.678108215332	-89.5728988647461	-92.4451522827148
EZR-MIC-FAILED-05_BAC_ASSEMB_01_02-12783340000087-121223-142501483-000	-90.7885360717773	-94.8335952758789	-97.7590103149414	-102.306518554688	-100.362258911133	-102.624961853027	-102.704299926758	-104.649085998535	-104.603416442871	-105.745811462402	-105.681030273438	-104.978843688965	-105.291007995605	-104.532211303711	-105.389366149902	-103.122100830078	-100.958435058594	-100.801223754883	-100.172775268555	-99.5293502807617	-100.018646240234	-100.068778991699	-97.740592956543	-97.5441284179688	-99.6265563964844	-96.8760375976563	-94.3312530517578	-92.8414764404297	-88.9653778076172	-82.5738296508789	-90.4208831787109	-91.6982650756836	-85.3371429443359	-91.0302429199219	-89.4473266601563	-91.142692565918	-95.6406631469727	-98.6202926635742	-102.842948913574	-99.5375823974609	-90.9936294555664	-97.1868057250977	-105.301895141602	-100.64631652832	-101.300643920898	-101.839172363281	-95.6853103637695	-89.5691452026367	-92.346794128418
EZR-MIC-FAILED-05_BAC_ASSEMB_01_02-12783340000101-121223-155814514-000	-96.9761657714844	-101.214302062988	-102.307189941406	-106.001190185547	-109.111801147461	-107.337791442871	-104.636283874512	-109.813011169434	-110.292961120605	-107.43968963623	-110.667068481445	-102.042839050293	-102.225074768066	-101.982620239258	-102.158393859863	-101.589851379395	-102.411636352539	-99.0044326782227	-99.297966003418	-98.1111755371094	-98.0111083984375	-99.4537887573242	-97.9987640380859	-96.9880676269531	-99.347785949707	-95.2953872680664	-94.9716186523438	-98.4655609130859	-90.1764755249023	-82.255500793457	-88.0626831054688	-89.3761520385742	-82.849609375	-85.7030258178711	-83.8217849731445	-89.3573226928711	-90.5549468994141	-93.0685043334961	-101.177536010742	-98.3599395751953	-89.4022369384766	-97.3936309814453	-104.209381103516	-101.989883422852	-102.473052978516	-101.906257629395	-95.6775054931641	-89.5522079467773	-92.3213500976563
EZR-MIC-FAILED-05_BAC_ASSEMB_01_02-12783340000123-121223-152045426-000	-104.78874206543	-106.239395141602	-109.097427368164	-110.274490356445	-112.529861450195	-113.443031311035	-110.619209289551	-113.094444274902	-116.294723510742	-115.146598815918	-113.846099853516	-112.750869750977	-108.353828430176	-107.534599304199	-107.59300994873	-106.216156005859	-105.734451293945	-102.92960357666	-103.061309814453	-101.225242614746	-100.10897064209	-102.082069396973	-101.125022888184	-98.8924942016602	-101.677444458008	-98.9162445068359	-90.577751159668	-94.1615982055664	-90.5480728149414	-82.2984771728516	-89.7216491699219	-92.0181198120117	-83.9033889770508	-84.3562927246094	-80.4617767333984	-92.2754821777344	-105.50333404541	-97.6841812133789	-101.07381439209	-99.3915481567383	-89.7630004882813	-96.2275619506836	-104.437812805176	-99.4106826782227	-101.263710021973	-101.878929138184	-95.6777420043945	-89.575080871582	-92.3075866699219
EZR-MIC-FAILED-05_BAC_ASSEMB_01_02-12783341000027-121223-152957645-000	-94.12744140625	-103.709060668945	-115.644332885742	-116.205558776855	-113.984397888184	-110.991310119629	-114.619163513184	-113.549209594727	-119.644348144531	-119.004028320313	-111.995307922363	-110.93440246582	-113.081382751465	-105.492225646973	-108.605415344238	-104.134956359863	-104.701148986816	-101.993171691895	-101.268707275391	-100.027770996094	-100.174087524414	-101.459999084473	-98.8439712524414	-97.3322143554688	-100.872779846191	-95.9042892456055	-94.9789505004883	-93.1953125	-90.1497802734375	-81.4065628051758	-88.6749725341797	-91.0028839111328	-82.816764831543	-84.9545135498047	-82.2707901000977	-88.7942352294922	-94.1828536987305	-93.3374786376953	-100.59602355957	-97.8292694091797	-88.7368469238281	-97.1539535522461	-104.346817016602	-99.6159591674805	-101.608383178711	-101.848930358887	-95.6444931030273	-89.5595474243164	-92.3823394775391
EZR-MIC-FAILED-05_BAC_ASSEMB_01_02-12783341000083-121223-152325990-000	-89.3565139770508	-93.6044464111328	-96.25244140625	-99.435302734375	-101.792221069336	-102.81477355957	-100.792060852051	-101.991203308105	-104.094009399414	-105.288711547852	-104.576797485352	-105.559387207031	-106.190956115723	-105.508071899414	-103.473777770996	-102.903915405273	-101.102432250977	-101.073417663574	-101.906585693359	-99.595458984375	-98.9912109375	-98.9953308105469	-99.0439224243164	-98.5323104858398	-99.5658645629883	-95.3331451416016	-94.5527572631836	-94.0038528442383	-89.7971954345703	-83.910774230957	-91.8454132080078	-92.7425155639648	-85.5060729980469	-86.4946670532227	-88.2454833984375	-94.6480941772461	-103.740913391113	-99.9448394775391	-104.031089782715	-102.079559326172	-91.0708694458008	-98.1738815307617	-107.021385192871	-101.274955749512	-102.38158416748	-101.890724182129	-95.7321929931641	-89.5591812133789	-92.4367828369141
EZR-MIC-FAILED-05_BAC_ASSEMB_01_02-12783341000185-121223-120323369-000	-85.4531707763672	-89.8347625732422	-90.4101638793945	-92.2135467529297	-93.7704162597656	-100.829734802246	-95.747314453125	-98.8467102050781	-99.6210327148438	-99.4813079833984	-96.0660934448242	-103.247123718262	-100.09700012207	-102.533706665039	-100.611518859863	-101.121604919434	-99.9421310424805	-100.588607788086	-98.6581039428711	-99.0244522094727	-99.6003875732422	-100.15355682373	-99.5147399902344	-98.2109909057617	-100.562286376953	-94.0791625976563	-95.0227584838867	-94.2619934082031	-88.8550109863281	-85.2877426147461	-91.4922561645508	-90.7929992675781	-85.2050933837891	-89.7032165527344	-84.1665420532227	-89.4983673095703	-94.3391418457031	-92.4127731323242	-103.955383300781	-100.081703186035	-90.5648956298828	-98.7518081665039	-104.134635925293	-100.162879943848	-101.365463256836	-101.858657836914	-95.7213287353516	-89.5503997802734	-92.3222198486328
EZR-MIC-FAILED-05_BAC_ASSEMB_01_02-12783341000254-121223-142232702-000	-95.8436660766602	-100.406776428223	-103.040473937988	-104.557884216309	-107.342849731445	-105.931365966797	-107.674346923828	-106.678855895996	-110.435302734375	-110.014991760254	-108.083915710449	-106.334518432617	-109.303596496582	-109.59073638916	-105.242172241211	-102.670928955078	-102.386238098145	-102.260581970215	-102.006492614746	-100.785690307617	-99.4282684326172	-100.21346282959	-99.8944931030273	-97.3860702514648	-99.9441528320313	-97.1009140014648	-95.3056106567383	-91.2708511352539	-86.7170791625977	-84.6519470214844	-92.0208511352539	-92.5332641601563	-85.0720977783203	-90.1730575561523	-88.4825744628906	-95.0899505615234	-94.7211837768555	-96.4521713256836	-103.91487121582	-99.0321655273438	-90.3731079101563	-99.362190246582	-104.653907775879	-101.685562133789	-102.631568908691	-101.887763977051	-95.6692504882813	-89.6215515136719	-92.3699722290039
EZR-MIC-FAILED-05_BAC_ASSEMB_01_02-12783341000265-121223-143505532-000	-104.530380249023	-106.781356811523	-105.20223236084	-113.177520751953	-109.082916259766	-113.73949432373	-108.595916748047	-110.477462768555	-115.202835083008	-113.973350524902	-114.213653564453	-113.529182434082	-109.651268005371	-109.088684082031	-105.665863037109	-102.016929626465	-103.766723632813	-101.507514953613	-101.62419128418	-100.685905456543	-100.691665649414	-100.251510620117	-100.672973632813	-96.8447494506836	-100.046775817871	-98.8297500610352	-96.3373947143555	-94.0318450927734	-89.4841156005859	-83.3275833129883	-91.6465759277344	-92.387321472168	-85.3854522705078	-85.8148727416992	-83.7799682617188	-93.4800872802734	-94.205207824707	-95.2686996459961	-101.190696716309	-100.658210754395	-90.1760101318359	-97.0488967895508	-105.127311706543	-102.012985229492	-103.444686889648	-101.926475524902	-95.7006607055664	-89.6020050048828	-92.4264068603516
